Location,Date,Event,Person,Category,Scripture,Reference,Certainty,Latitude,Longitude
Jerusalem,39 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,40 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,41 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,42 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,43 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,44 C.E.,"James is put to death with the sword by Herod Agrippa I, becoming the first of the twelve apostles to die as a martyr.",James (Son of Zebedee),Apostle,Acts 12:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Mount of Olives,33 C.E.,Andrew departs from the mountain called Olivet to return to Jerusalem after witnessing the ascension of Jesus into heaven.,Andrew,Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,Andrew arrives in the city and goes to the upper chamber where he and the other apostles are staying.,Andrew,Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,"Andrew persists in prayer along with the other apostles, several women, and the fleshly family of Jesus.",Andrew,Apostle,Acts 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,Andrew is present among approximately 120 disciples when Matthias is selected to replace Judas Iscariot as an apostle.,Andrew,Apostle,Acts 1:15-26,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,Andrew is filled with holy spirit on the day of Pentecost and begins to speak in a different language as the spirit enables him.,Andrew,Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,Philip asks Jesus to show the Father to the apostles while they are gathered for the final Passover meal.,Philip (Apostle),Apostle,John 14:8,https://wol.jw.org/en/wol/d/r1/lp-e/1200025969,1,,
Jerusalem,33 C.E.,Philip is among the eleven apostles who assemble in an upper room following the ascension of Jesus to persist in prayer.,Philip (Apostle),Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200025969,1,,
Jerusalem,33 C.E.,Philip is present with the other disciples in the city when the holy spirit is poured out on the day of Pentecost.,Philip (Apostle),Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200025969,1,,
Jerusalem,34 C.E.,Philip remains in the city with the other apostles while a great persecution scatters the congregation throughout Judea and Samaria.,Philip (Apostle),Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1001070697,1,,
Jerusalem,49 C.E.,Philip participates in the council of apostles and older men to determine the requirement of circumcision for non-Jewish believers.,Philip (Apostle),Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200025969,1,,
Bethany across the Jordan,30 C.E.,Nathanael is seen by Jesus while under a fig tree before being called by Philip.,Bartholomew (Nathanael),Disciple,"John 1:48, 50",https://wol.jw.org/en/wol/d/r1/lp-e/1200003185,1,,
Bethany across the Jordan,30 C.E.,Nathanael is introduced to Jesus by Philip and recognized as an Israelite in whom there is no deceit.,Bartholomew (Nathanael),Disciple,John 1:45-49,https://wol.jw.org/en/wol/d/r1/lp-e/1200003185,1,,
Cana,30 C.E.,Nathanael witnesses Jesus turning water into wine at a marriage feast in his hometown.,Bartholomew (Nathanael),Disciple,John 2:1-11,https://wol.jw.org/en/wol/d/r1/lp-e/1200003185,1,,
Galilee,31 C.E.,Bartholomew is chosen and appointed by Jesus as one of the 12 apostles.,Bartholomew (Nathanael),Apostle,Matthew 10:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200000569,1,,
Sea of Galilee,33 C.E.,Nathanael is present when the resurrected Jesus appears to seven disciples while they are fishing.,Bartholomew (Nathanael),Apostle,John 21:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200003185,1,,
Sea of Galilee,33 C.E.,Nathanael stays in the fishing boat until it reaches the shore and joins the other disciples for breakfast with Jesus.,Bartholomew (Nathanael),Apostle,John 21:8-13,https://wol.jw.org/en/wol/d/r1/lp-e/1200003185,1,,
Mount of Olives,33 C.E.,Bartholomew departs from the mountain called Olivet to return to Jerusalem after witnessing the ascension of Jesus.,Bartholomew (Nathanael),Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,Bartholomew arrives at an upper chamber and persists in prayer with the other apostles and disciples.,Bartholomew (Nathanael),Apostle,Acts 1:13-14,https://wol.jw.org/en/wol/d/r1/lp-e/1200270351,1,,
Jerusalem,33 C.E.,Bartholomew is present as an apostle when Matthias is selected by lot to replace Judas Iscariot.,Bartholomew (Nathanael),Apostle,Acts 1:15-26,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,33 C.E.,Bartholomew is filled with holy spirit on the day of Pentecost and begins to speak in different languages.,Bartholomew (Nathanael),Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200000569,1,,
Jerusalem,33 C.E.,Thomas is absent when Jesus first appears to the apostles but sees him eight days later and expresses his belief after being invited to touch Jesus' wounds.,Thomas,Apostle,John 20:24-29,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,33 C.E.,Thomas is among the eleven apostles who gather in an upper room following the ascension of Jesus to persist in prayer.,Thomas,Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,33 C.E.,Thomas is present in the city with the other disciples when the holy spirit is poured out on the day of Pentecost.,Thomas,Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,34 C.E.,Thomas remains in the city with the other apostles while a great persecution scatters the congregation throughout Judea and Samaria.,Thomas,Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,49 C.E.,Thomas participates in the council of apostles and older men to determine the requirement of circumcision for non-Jewish believers.,Thomas,Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Mount of Olives,33 C.E.,Simon the zealous one departs from the Mount of Olives to return to Jerusalem after witnessing the ascension of Jesus into heaven.,Simon (the zealous one),Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,33 C.E.,Simon the zealous one arrives in the city and goes to the upper chamber where he and the other apostles are staying.,Simon (the zealous one),Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,33 C.E.,"Simon persists in prayer along with the other apostles, several women, and the fleshly family of Jesus in an upper room.",Simon (the zealous one),Apostle,Acts 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,33 C.E.,Simon is present as one of the apostles when Matthias is selected by lot to replace Judas Iscariot.,Simon (the zealous one),Apostle,Acts 1:26,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,33 C.E.,Simon is filled with holy spirit on the day of Pentecost and begins to speak in a different language about the magnificent things of God.,Simon (the zealous one),Apostle,Acts 2:4,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,34 C.E.,Simon remains in the city with the other apostles while a great persecution scatters the congregation throughout Judea and Samaria.,Simon (the zealous one),Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,49 C.E.,Simon participates in the council of apostles and older men to determine the requirement of circumcision for non-Jewish believers.,Simon (the zealous one),Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Galilee,33 C.E.,James meets with the resurrected Jesus on a mountain along with the other apostles and receives the commission to make disciples of all nations.,James (Son of Alphaeus/The Less),Apostle,Matthew 28:16-17,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Galilee,33 C.E.,James departs from the region of Galilee to return to Jerusalem with the other apostles following the resurrection of Jesus.,James (Son of Alphaeus/The Less),Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,33 C.E.,James arrives in the city and gathers in an upper room with the other ten apostles to persist in prayer.,James (Son of Alphaeus/The Less),Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,33 C.E.,James is present among the group of about 120 disciples when Matthias is chosen by lot to replace Judas Iscariot as an apostle.,James (Son of Alphaeus/The Less),Apostle,Acts 1:15-26,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,33 C.E.,James is filled with holy spirit on the day of Pentecost and begins speaking in different languages about the magnificent things of God.,James (Son of Alphaeus/The Less),Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,33 C.E.,James and the other apostles summon the body of disciples to select seven reputable men to oversee the daily food distribution.,James (Son of Alphaeus/The Less),Apostle,Acts 6:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,34 C.E.,James remains in the city with the other apostles while a great persecution scatters the congregation throughout the regions of Judea and Samaria.,James (Son of Alphaeus/The Less),Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,49 C.E.,James participates in the meeting of the apostles and older men in Jerusalem to consider the issue of circumcision for Gentile converts.,James (Son of Alphaeus/The Less),Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200002313,1,,
Jerusalem,33 C.E.,Matthias is proposed as a candidate and then selected by lot to replace Judas Iscariot as one of the twelve apostles.,Matthias,Apostle,Acts 1:26,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,33 C.E.,Matthias is filled with holy spirit on the day of Pentecost and begins to speak in a different language as the spirit enables him.,Matthias,Apostle,Acts 2:4,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,33 C.E.,Matthias as one of the twelve apostles assists in summoning the disciples to appoint seven men to oversee the daily food distribution for widows.,Matthias,Apostle,Acts 6:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,34 C.E.,Matthias remains in the city with the other apostles while the congregation is scattered throughout Judea and Samaria due to intense persecution.,Matthias,Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,34 C.E.,Matthias and the other apostles in Jerusalem hear that Samaria has accepted the word of God and send Peter and John to them.,Matthias,Apostle,Acts 8:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,49 C.E.,Matthias is present when the apostles and older men meet in Jerusalem to consider the issue of circumcision for Gentile converts.,Matthias,Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200002940,1,,
Jerusalem,33 C.E.,Judas (not Iscariot) asks Jesus why he will show himself to the apostles and not to the world while they are gathered for the final Passover meal.,"Thomas (Judas, son of James)",Apostle,John 14:22,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Jerusalem,33 C.E.,Thomas is absent when Jesus first appears to the apostles but sees him eight days later and expresses belief after being invited to touch Jesus' wounds.,"Thomas (Judas, son of James)",Apostle,John 20:24-29,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,33 C.E.,Thomas departs from the city following the resurrection of Jesus to travel toward the region of Galilee.,"Thomas (Judas, son of James)",Apostle,John 21:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Sea of Galilee,33 C.E.,Thomas is one of seven disciples present at the Sea of Galilee when the resurrected Jesus appears to them while they are fishing.,"Thomas (Judas, son of James)",Apostle,John 21:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Sea of Galilee,33 C.E.,Thomas departs from the region of Galilee to return to the vicinity of Jerusalem for the period leading up to the ascension.,"Thomas (Judas, son of James)",Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,33 C.E.,Judas (son of James) departs from the city following the resurrection of Jesus to travel toward the region of Galilee as directed by the Christ.,"Thomas (Judas, son of James)",Apostle,Matthew 28:16,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Galilee,33 C.E.,Judas (son of James) arrives in the region and meets with the resurrected Jesus on a mountain.,"Thomas (Judas, son of James)",Apostle,Matthew 28:16,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Galilee,33 C.E.,Judas (son of James) departs from the region to return to the vicinity of Jerusalem for the period leading up to the ascension.,"Thomas (Judas, son of James)",Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Mount of Olives,33 C.E.,Thomas arrives at the mountain called Olivet near Bethany and witnesses the ascension of Jesus into heaven.,"Thomas (Judas, son of James)",Apostle,Acts 1:9-12,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Mount of Olives,33 C.E.,Judas (son of James) arrives at the mountain called Olivet and witnesses the ascension of Jesus into heaven.,"Thomas (Judas, son of James)",Apostle,Acts 1:9-12,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Mount of Olives,33 C.E.,Thomas departs from the mountain called Olivet to return to Jerusalem after witnessing the ascension of Jesus into heaven.,"Thomas (Judas, son of James)",Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Mount of Olives,33 C.E.,Judas (son of James) departs from the mountain called Olivet to return to Jerusalem after witnessing the ascension of Jesus into heaven.,"Thomas (Judas, son of James)",Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Jerusalem,33 C.E.,Thomas arrives in the city and gathers in an upper room with the other apostles following the ascension of Jesus.,"Thomas (Judas, son of James)",Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,33 C.E.,Judas (son of James) arrives in the city and goes to the upper chamber where he and the other apostles are staying.,"Thomas (Judas, son of James)",Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Jerusalem,33 C.E.,Judas (son of James) is present in the city when Matthias is selected by lot to replace Judas Iscariot as an apostle.,"Thomas (Judas, son of James)",Apostle,Acts 1:15-26,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Jerusalem,33 C.E.,Thomas is present in the city with the other disciples when the holy spirit is poured out on the day of Pentecost.,"Thomas (Judas, son of James)",Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,33 C.E.,Judas (son of James) is filled with holy spirit on the day of Pentecost and begins to speak in a different language.,"Thomas (Judas, son of James)",Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Jerusalem,34 C.E.,Thomas remains in the city with the other apostles while a great persecution scatters the congregation throughout Judea and Samaria.,"Thomas (Judas, son of James)",Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,34 C.E.,Judas (son of James) remains in the city with the other apostles while a great persecution scatters the congregation throughout Judea and Samaria.,"Thomas (Judas, son of James)",Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Jerusalem,49 C.E.,Thomas participates in the council of apostles and older men in Jerusalem to consider the requirement of circumcision for Gentile converts.,"Thomas (Judas, son of James)",Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200027778,1,,
Jerusalem,49 C.E.,Judas (son of James) participates in the council of apostles and older men in Jerusalem regarding the circumcision of Gentiles.,"Thomas (Judas, son of James)",Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200002541,1,,
Thyatira,?,Lydia departs from her home city in the province of Lydia to travel toward Philippi where she conducts her business as a seller of purple.,Lydia,Seller of purple,Acts 16:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200273559,1,,
Philippi,50 C.E.,Lydia arrives at a place of prayer by a river outside the city gate and listens to the apostle Paul declare the good news.,Lydia,Seller of purple,Acts 16:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200273559,1,,
Philippi,50 C.E.,Lydia becomes a believer after Jehovah opens her heart to pay attention to the things Paul is saying.,Lydia,Seller of purple,Acts 16:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200273559,1,,
Philippi,50 C.E.,Lydia is baptized along with her household and insists that Paul and his companions stay at her house if they judge her to be faithful to Jehovah.,Lydia,Disciple,Acts 16:15,https://wol.jw.org/en/wol/d/r1/lp-e/1200273559,1,,
Philippi,50 C.E.,Lydia welcomes Paul and Silas into her home after they are released from prison and provides them with encouragement.,Lydia,Disciple,Acts 16:40,https://wol.jw.org/en/wol/d/r1/lp-e/1200273559,1,,
Thessalonica,50 C.E.,Jason receives the apostle Paul and Silas with hospitality into his home during their visit to the city.,Jason,,Acts 17:7,https://wol.jw.org/en/wol/d/r1/lp-e/1200002340,1,,
Thessalonica,50 C.E.,Jason is assaulted in his house by a mob of jealous Jews and dragged before the city rulers to face charges of sedition against Caesar.,Jason,,Acts 17:5-6,https://wol.jw.org/en/wol/d/r1/lp-e/1200002340,1,,
Thessalonica,50 C.E.,Jason and other brothers are compelled by the city rulers to provide sufficient security in the form of a bond before being released.,Jason,,Acts 17:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200002340,1,,
Thessalonica,56 C.E.,Jason departs from the city to travel toward Corinth while in the company of the apostle Paul.,Jason,,Romans 16:21,https://wol.jw.org/en/wol/d/r1/lp-e/1200002340,1,,
Corinth,56 C.E.,Jason arrives in the city and joins the apostle Paul in sending greetings to the Christian congregation in Rome.,Jason,,Romans 16:21,https://wol.jw.org/en/wol/d/r1/lp-e/1200002340,1,,
Ephesus,55 C.E.,Gaius is forcibly dragged into the theater by a riotous mob during an uproar instigated by the silversmith Demetrius.,Gaius (of Macedonia),Traveling companion,Acts 19:29,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Ephesus,55 C.E.,Gaius departs from the city to travel toward Macedonia as a companion of the apostle Paul following the subsiding of the riot.,Gaius (of Macedonia),Traveling companion,Acts 20:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Macedonia,55 C.E.,Gaius arrives in the region and travels through various parts giving encouragement to the disciples while in the company of Paul.,Gaius (of Macedonia),Traveling companion,Acts 20:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Macedonia,55 C.E.,Gaius departs from the region to travel south into Greece as part of the missionary party.,Gaius (of Macedonia),Traveling companion,Acts 20:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Greece,55 C.E.,Gaius arrives in the country where he begins a three-month stay while accompanying the apostle Paul.,Gaius (of Macedonia),Traveling companion,Acts 20:2-3,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Greece,56 C.E.,Gaius continues his stay in the country for the remainder of a three-month period.,Gaius (of Macedonia),Traveling companion,Acts 20:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Greece,56 C.E.,Gaius departs from the country and separates from Paul's party to travel ahead toward the seaport of Troas.,Gaius (of Macedonia),Traveling companion,Acts 20:4-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Troas,56 C.E.,Gaius arrives in the seaport and waits for the arrival of the apostle Paul and his other traveling companions.,Gaius (of Macedonia),Traveling companion,Acts 20:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200023123,1,,
Derbe,47 C.E.,Gaius likely becomes a disciple as the apostle Paul and Barnabas arrive and declare the good news in the city during their first missionary tour.,Gaius (of Derbe),Disciple,Acts 14:20-21,https://wol.jw.org/en/wol/d/r1/lp-e/1200001158,1,,
Derbe,48 C.E.,Gaius remains in the city as a disciple following the departure of the apostle Paul and Barnabas for Antioch.,Gaius (of Derbe),Disciple,Acts 14:21,https://wol.jw.org/en/wol/d/r1/lp-e/1200001158,1,,
Ephesus,55 C.E.,Gaius is forcibly taken into the theater during a riot instigated by the silversmith Demetrius while serving as a companion to the apostle Paul.,Gaius (of Derbe),Traveling companion,Acts 19:29,https://wol.jw.org/en/wol/d/r1/lp-e/1200001552,1,,
Ephesus,56 C.E.,Gaius departs from the city of Ephesus with the apostle Paul to travel toward the province of Macedonia.,Gaius (of Derbe),Traveling companion,Acts 20:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200001552,1,,
Macedonia,56 C.E.,Gaius arrives in the province and continues to accompany the apostle Paul during the return leg of his third missionary journey.,Gaius (of Derbe),Traveling companion,Acts 20:1-3,https://wol.jw.org/en/wol/d/r1/lp-e/1200001552,1,,
Macedonia,56 C.E.,Gaius departs from the province to travel toward Troas where he is assigned to wait for the arrival of the apostle Paul.,Gaius (of Derbe),Traveling companion,Acts 20:4-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200001552,1,,
Troas,56 C.E.,Gaius arrives in the city and waits for the apostle Paul to join the group after traveling ahead of him with other companions.,Gaius (of Derbe),Traveling companion,Acts 20:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200001552,1,,
Derbe,47 C.E.,Gaius becomes a Christian disciple after the apostle Paul and Barnabas declare the good news and make many disciples in the city.,Gaius,Disciple,Acts 14:21,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Derbe,48 C.E.,Gaius remains in the city as a Christian disciple following the departure of the apostle Paul and Barnabas for Antioch.,Gaius,Disciple,Acts 14:21,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Corinth,50 C.E.,Gaius is personally baptized by the apostle Paul during the establishment of the Christian congregation in the city.,Gaius,,1 Corinthians 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Ephesus,55 C.E.,Gaius is seized by a rioting mob and forcibly taken into the theater during a confusion instigated by the silversmith Demetrius.,Gaius,,Acts 19:29,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Macedonia,56 C.E.,Gaius departs from the region of Macedonia to travel ahead of the apostle Paul toward the city of Troas.,Gaius,,Acts 20:4-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Troas,56 C.E.,Gaius arrives in the city and waits for the apostle Paul along with several other traveling companions.,Gaius,,Acts 20:4-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Corinth,56 C.E.,Gaius provides hospitality as host to the apostle Paul and the entire congregation meeting in his home.,Gaius,,Romans 16:23,https://wol.jw.org/en/wol/d/r1/lp-e/1200001592,1,,
Corinth,50 C.E.,Gaius is personally baptized by the apostle Paul during the apostle's initial visit to the city to establish a Christian congregation.,Gaius (of Corinth),Disciple,1 Corinthians 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200001584,1,,
Corinth,56 C.E.,Gaius serves as the host for the apostle Paul and the whole congregation while the apostle is in the city writing his letter to the Romans.,Gaius (of Corinth),Host,Romans 16:23,https://wol.jw.org/en/wol/d/r1/lp-e/1200001584,1,,
Ephesus,55 C.E.,Aristarchus is forcibly taken into the theater by an angry mob during a riot instigated by the silversmith Demetrius.,Aristarchus,Traveling companion,Acts 19:29,https://wol.jw.org/en/wol/d/r1/lp-e/1200000365; https://wol.jw.org/en/wol/d/r1/lp-e/1200001152; https://wol.jw.org/en/wol/d/r1/lp-e/1200002815,1,,
Ephesus,56 C.E.,Aristarchus departs from the city to travel toward the province of Macedonia in the company of the apostle Paul following the riot.,Aristarchus,Traveling companion,Acts 20:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200002815,1,,
Macedonia,56 C.E.,Aristarchus arrives in the province and continues to accompany the apostle Paul during his return through the region.,Aristarchus,Traveling companion,Acts 20:1-3,https://wol.jw.org/en/wol/d/r1/lp-e/1200002815,1,,
Macedonia,56 C.E.,Aristarchus departs from the province to travel toward the city of Troas to wait for the arrival of the apostle Paul.,Aristarchus,Traveling companion,Acts 20:4-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003879,1,,
Troas,56 C.E.,Aristarchus arrives in the city and waits for the apostle Paul to join the group after traveling ahead of him.,Aristarchus,Traveling companion,Acts 20:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003879,1,,
Troas,56 C.E.,Aristarchus departs from the city to travel toward Jerusalem as part of the group delivering relief funds for the brothers.,Aristarchus,Traveling companion,Acts 20:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200000365,1,,
Jerusalem,56 C.E.,Aristarchus arrives in the city with the apostle Paul and other companions to present the relief contribution to the congregation.,Aristarchus,Traveling companion,Acts 21:17-18,https://wol.jw.org/en/wol/d/r1/lp-e/1200000365,1,,
Caesarea,58 C.E.,Aristarchus departs from the seaport on a voyage toward Rome to assist the apostle Paul during his journey.,Aristarchus,Traveling companion,Acts 27:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200000365,1,,
